0.000283,0.000190,0.000176,0.000250,0.000266,0.000344,0.000431,0.000485,0.000523,0.000472,0.000589,0.000570,0.000582,0.000778,0.000715,0.000876,0.000950,0.001120,0.001240,0.001262,0.001486,0.001516,0.001689,0.001898,0.002054,0.002286,0.002318,0.002601,0.002797,0.003075,0.003151,0.003508,0.003720,0.003920,0.004227,0.004476,0.004810,0.005164,0.005399,0.005716,0.006003,0.006222,0.006573,0.006941,0.007220,0.007507,0.007882,0.008151,0.008436,0.008768,0.008983,0.009411,0.009656,0.009867,0.009973,0.010317,0.010515,0.010679,0.010700,0.010936,0.011081,0.011114,0.011188,0.011187,0.011214,0.011103,0.011187,0.011015,0.011001,0.010865,0.010786,0.010552,0.010492,0.010321,0.009985,0.009746,0.009512,0.009401,0.009062,0.008769,0.008406,0.008216,0.007955,0.007637,0.007283,0.006858,0.006549,0.006222,0.005951,0.005617,0.005338,0.005064,0.004883,0.004531,0.004299,0.004007,0.003629,0.003505,0.003174,0.003019,0.002743,0.002668,0.002326,0.002145,0.002101,0.001757,0.001739,0.001602,0.001491,0.001396,0.001282,0.000994,0.001048,0.000924,0.000842,0.000663,0.000700,0.000704,0.000633,0.000488,0.000362,0.000385,0.000441,0.000383,0.000305,0.000197,0.000248,0.000236
0.000328,0.000291,0.000250,0.000319,0.000258,0.000473,0.000389,0.000455,0.000478,0.000597,0.000651,0.000726,0.000708,0.000796,0.000844,0.001044,0.001024,0.001247,0.001423,0.001559,0.001612,0.001767,0.001854,0.002149,0.002366,0.002451,0.002698,0.003006,0.003251,0.003373,0.003697,0.003899,0.004167,0.004625,0.004915,0.005221,0.005407,0.005902,0.006165,0.006496,0.006892,0.007160,0.007655,0.007983,0.008267,0.008627,0.008983,0.009308,0.009758,0.010142,0.010300,0.010617,0.011017,0.011345,0.011508,0.011754,0.012023,0.012157,0.012281,0.012572,0.012674,0.012761,0.012863,0.012892,0.012812,0.012827,0.012740,0.012671,0.012684,0.012597,0.012468,0.012227,0.011941,0.011705,0.011605,0.011297,0.011026,0.010763,0.010438,0.010141,0.009651,0.009446,0.009116,0.008647,0.008358,0.007930,0.007696,0.007149,0.006899,0.006460,0.006219,0.005768,0.005444,0.005168,0.004934,0.004486,0.004175,0.004012,0.003687,0.003507,0.003105,0.002967,0.002660,0.002433,0.002339,0.002133,0.001990,0.001737,0.001612,0.001462,0.001446,0.001186,0.001075,0.000984,0.000932,0.000784,0.000838,0.000637,0.000698,0.000481,0.000539,0.000541,0.000351,0.000472,0.000335,0.000403,0.000323,0.000223
0.000200,0.000248,0.000233,0.000275,0.000302,0.000405,0.000523,0.000441,0.000493,0.000657,0.000635,0.000689,0.000785,0.001026,0.001104,0.001119,0.001297,0.001401,0.001568,0.001720,0.001872,0.001975,0.002118,0.002402,0.002704,0.002869,0.003165,0.003454,0.003561,0.003952,0.004249,0.004625,0.004954,0.005235,0.005499,0.005975,0.006213,0.006733,0.007153,0.007450,0.007907,0.008279,0.008696,0.009087,0.009593,0.010041,0.010451,0.010700,0.011234,0.011590,0.011863,0.012182,0.012561,0.013010,0.013253,0.013548,0.013708,0.014027,0.014088,0.014329,0.014521,0.014536,0.014751,0.014682,0.014781,0.014716,0.014706,0.014528,0.014399,0.014436,0.014137,0.014047,0.013856,0.013446,0.013180,0.012960,0.012700,0.012351,0.011913,0.011601,0.011086,0.010861,0.010456,0.009887,0.009501,0.009045,0.008663,0.008357,0.007857,0.007391,0.007040,0.006773,0.006317,0.005899,0.005484,0.005295,0.004921,0.004485,0.004128,0.003825,0.003552,0.003372,0.003184,0.002855,0.002695,0.002400,0.002251,0.002068,0.001781,0.001656,0.001561,0.001308,0.001238,0.001155,0.001139,0.000936,0.000914,0.000756,0.000754,0.000647,0.000645,0.000495,0.000485,0.000446,0.000364,0.000275,0.000233,0.000191
0.000361,0.000262,0.000288,0.000429,0.000385,0.000467,0.000449,0.000664,0.000705,0.000777,0.000763,0.000919,0.000889,0.000965,0.001080,0.001317,0.001425,0.001585,0.001642,0.001897,0.002143,0.002288,0.002561,0.002692,0.003054,0.003272,0.003474,0.003774,0.004164,0.004532,0.004793,0.005121,0.005618,0.005969,0.006329,0.006755,0.007128,0.007654,0.008052,0.008639,0.009003,0.009476,0.009967,0.010514,0.010967,0.011370,0.011892,0.012326,0.012758,0.013136,0.013615,0.013978,0.014500,0.014750,0.015216,0.015449,0.015758,0.016000,0.016146,0.016392,0.016498,0.016730,0.016787,0.016908,0.016815,0.016785,0.016778,0.016791,0.016621,0.016400,0.016224,0.015909,0.015829,0.015476,0.015083,0.014800,0.014339,0.014122,0.013557,0.013227,0.012708,0.012352,0.011903,0.011415,0.010930,0.010509,0.009870,0.009445,0.008957,0.008638,0.008058,0.007675,0.007224,0.006700,0.006287,0.005891,0.005527,0.005116,0.004714,0.004542,0.004231,0.003795,0.003500,0.003155,0.003028,0.002811,0.002444,0.002232,0.002157,0.001936,0.001649,0.001606,0.001396,0.001273,0.001230,0.001125,0.000940,0.000956,0.000762,0.000759,0.000632,0.000652,0.000598,0.000384,0.000509,0.000446,0.000404,0.000254
0.000374,0.000415,0.000339,0.000512,0.000377,0.000448,0.000583,0.000655,0.000740,0.000694,0.000970,0.000884,0.001011,0.001103,0.001342,0.001556,0.001657,0.001856,0.001876,0.002179,0.002375,0.002612,0.002773,0.003158,0.003403,0.003755,0.004017,0.004287,0.004742,0.005021,0.005554,0.005913,0.006250,0.006857,0.007230,0.007618,0.008220,0.008650,0.009275,0.009804,0.010369,0.010813,0.011346,0.011950,0.012370,0.012993,0.013527,0.013962,0.014543,0.015131,0.015615,0.015929,0.016370,0.016823,0.017337,0.017550,0.017998,0.018171,0.018537,0.018707,0.018979,0.019013,0.019199,0.019181,0.019298,0.019309,0.019096,0.019140,0.018940,0.018662,0.018498,0.018183,0.017995,0.017676,0.017183,0.016872,0.016515,0.016096,0.015547,0.015150,0.014566,0.014023,0.013588,0.012982,0.012438,0.011898,0.011425,0.010879,0.010254,0.009707,0.009213,0.008714,0.008143,0.007762,0.007224,0.006731,0.006240,0.005838,0.005569,0.005048,0.004646,0.004349,0.003982,0.003609,0.003367,0.003130,0.002869,0.002584,0.002373,0.002264,0.001949,0.001743,0.001573,0.001462,0.001381,0.001141,0.001124,0.000879,0.000862,0.000845,0.000679,0.000652,0.000517,0.000567,0.000378,0.000492,0.000320,0.000420
0.000313,0.000423,0.000384,0.000547,0.000444,0.000512,0.000641,0.000631,0.000736,0.000975,0.001082,0.001073,0.001304,0.001362,0.001454,0.001702,0.001869,0.002126,0.002188,0.002494,0.002613,0.002886,0.003144,0.003643,0.003924,0.004263,0.004570,0.004912,0.005287,0.005740,0.006206,0.006750,0.007195,0.007611,0.008125,0.008686,0.009308,0.009987,0.010515,0.011147,0.011687,0.012281,0.012849,0.013623,0.014224,0.014717,0.015395,0.015989,0.016603,0.017239,0.017717,0.018239,0.018646,0.019126,0.019597,0.019978,0.020497,0.020831,0.021011,0.021406,0.021481,0.021676,0.021785,0.021881,0.021881,0.021904,0.021816,0.021813,0.021461,0.021267,0.020994,0.020811,0.020359,0.020139,0.019662,0.019218,0.018748,0.018165,0.017641,0.017113,0.016597,0.015934,0.015316,0.014877,0.014072,0.013608,0.012985,0.012268,0.011621,0.011016,0.010527,0.009929,0.009382,0.008853,0.008260,0.007626,0.007136,0.006767,0.006172,0.005698,0.005397,0.004932,0.004652,0.004235,0.003782,0.003633,0.003195,0.002931,0.002683,0.002370,0.002235,0.001953,0.001817,0.001631,0.001555,0.001414,0.001150,0.001071,0.000961,0.000817,0.000856,0.000756,0.000580,0.000550,0.000439,0.000492,0.000344,0.000476
0.000432,0.000395,0.000479,0.000599,0.000586,0.000577,0.000692,0.000868,0.000921,0.001025,0.001182,0.001313,0.001457,0.001444,0.001701,0.001924,0.002126,0.002314,0.002462,0.002843,0.003103,0.003273,0.003667,0.003951,0.004348,0.004672,0.005161,0.005627,0.006102,0.006595,0.007139,0.007547,0.008084,0.008807,0.009267,0.010049,0.010659,0.011245,0.012009,0.012513,0.013245,0.014011,0.014657,0.015478,0.016010,0.016807,0.017508,0.018202,0.018790,0.019461,0.020184,0.020657,0.021358,0.021847,0.022394,0.022854,0.023181,0.023638,0.024036,0.024239,0.024586,0.024671,0.024745,0.024875,0.025015,0.024862,0.024890,0.024757,0.024462,0.024169,0.024007,0.023586,0.023296,0.022800,0.022339,0.021890,0.021269,0.020707,0.020091,0.019461,0.018844,0.018233,0.017462,0.016802,0.016131,0.015346,0.014642,0.014070,0.013329,0.012609,0.011942,0.011150,0.010615,0.009956,0.009345,0.008709,0.008076,0.007543,0.007162,0.006544,0.006071,0.005528,0.005088,0.004812,0.004388,0.004018,0.003623,0.003405,0.002993,0.002722,0.002520,0.002250,0.002025,0.001904,0.001723,0.001590,0.001356,0.001149,0.001063,0.001090,0.000911,0.000841,0.000618,0.000646,0.000483,0.000530,0.000548,0.000511
0.000421,0.000451,0.000602,0.000607,0.000553,0.000708,0.000747,0.000888,0.000990,0.001131,0.001215,0.001320,0.001545,0.001783,0.001940,0.002082,0.002428,0.002670,0.002797,0.003053,0.003506,0.003860,0.004250,0.004621,0.004977,0.005403,0.005770,0.006309,0.006875,0.007459,0.008022,0.008663,0.009201,0.009913,0.010497,0.011264,0.012054,0.012784,0.013602,0.014232,0.015060,0.015819,0.016639,0.017523,0.018288,0.019122,0.019773,0.020680,0.021274,0.022177,0.022777,0.023458,0.024149,0.024850,0.025247,0.025840,0.026427,0.026771,0.027116,0.027490,0.027754,0.028074,0.028197,0.028238,0.028366,0.028230,0.028056,0.027943,0.027764,0.027436,0.027265,0.026845,0.026309,0.025888,0.025382,0.024850,0.024223,0.023498,0.022866,0.022111,0.021373,0.020528,0.019757,0.019052,0.018205,0.017356,0.016696,0.015759,0.015079,0.014284,0.013597,0.012742,0.011917,0.011292,0.010648,0.010000,0.009231,0.008579,0.008092,0.007371,0.006906,0.006341,0.005773,0.005367,0.004910,0.004580,0.004246,0.003748,0.003520,0.003056,0.002863,0.002502,0.002428,0.002168,0.001938,0.001782,0.001574,0.001481,0.001287,0.001200,0.001002,0.000817,0.000805,0.000640,0.000658,0.000569,0.000537,0.000362
0.000393,0.000506,0.000657,0.000612,0.000696,0.000839,0.000913,0.000958,0.001099,0.001193,0.001488,0.001483,0.001709,0.001836,0.002090,0.002437,0.002578,0.002832,0.003214,0.003449,0.003818,0.004344,0.004746,0.005214,0.005670,0.006134,0.006537,0.007244,0.007848,0.008462,0.009058,0.009687,0.010523,0.011241,0.012061,0.012690,0.013522,0.014359,0.015334,0.016087,0.016951,0.018035,0.018744,0.019812,0.020623,0.021618,0.022451,0.023396,0.024258,0.024909,0.025728,0.026537,0.027359,0.028099,0.028665,0.029297,0.029764,0.030381,0.030848,0.031081,0.031435,0.031595,0.031863,0.031957,0.031920,0.031945,0.031818,0.031682,0.031453,0.031029,0.030807,0.030362,0.029799,0.029187,0.028724,0.028113,0.027273,0.026552,0.025750,0.025022,0.024104,0.023287,0.022479,0.021562,0.020628,0.019729,0.018851,0.017836,0.016953,0.016226,0.015191,0.014458,0.013661,0.012713,0.011939,0.011209,0.010530,0.009828,0.009104,0.008319,0.007813,0.007169,0.006621,0.006007,0.005537,0.005189,0.004683,0.004243,0.003878,0.003618,0.003269,0.002871,0.002561,0.002331,0.002230,0.001947,0.001742,0.001576,0.001369,0.001311,0.001122,0.000922,0.000818,0.000804,0.000798,0.000597,0.000641,0.000560
0.000450,0.000468,0.000548,0.000750,0.000730,0.000861,0.000995,0.001160,0.001172,0.001379,0.001560,0.001754,0.002011,0.002103,0.002473,0.002715,0.002978,0.003322,0.003606,0.003922,0.004428,0.004830,0.005316,0.005751,0.006393,0.006893,0.007390,0.008096,0.008826,0.009538,0.010216,0.011069,0.011750,0.012617,0.013583,0.014480,0.015362,0.016345,0.017161,0.018304,0.019198,0.020184,0.021217,0.022277,0.023266,0.024296,0.025264,0.026286,0.027309,0.028225,0.029117,0.030072,0.030934,0.031694,0.032345,0.033109,0.033612,0.034165,0.034699,0.035213,0.035449,0.035686,0.035896,0.036160,0.036154,0.036039,0.035981,0.035778,0.035531,0.035098,0.034803,0.034201,0.033720,0.032963,0.032354,0.031613,0.030864,0.029937,0.029206,0.028181,0.027330,0.026387,0.025350,0.024380,0.023348,0.022264,0.021331,0.020207,0.019248,0.018280,0.017219,0.016234,0.015317,0.014465,0.013589,0.012644,0.011829,0.011071,0.010137,0.009425,0.008817,0.008171,0.007545,0.006858,0.006230,0.005771,0.005234,0.004783,0.004449,0.003910,0.003689,0.003267,0.002986,0.002595,0.002379,0.002086,0.002039,0.001807,0.001555,0.001343,0.001336,0.001084,0.000927,0.000899,0.000879,0.000605,0.000576,0.000648
